PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
3rd_01_960x540_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_009,540,2.0,30,H264,36,35,1,0,[12.0],[ 6. 10. 12. 13. 33. 36.],6,4.1169,4.036,3.9003,3.9003,0.774,3.78,4.292,3.9003,3.9003
3rd_01_960x540_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,540,1.0,30,HEVC,36,35,1,0,[24.0],[ 6. 10. 12. 13. 33. 36.],6,3.7864,3.704,3.5713,3.4645,1.0,3.373,4.035,3.4645,3.4645
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_009,540,0.3,60,H264,36,34,2,0,"[13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,1.8264,1.6424,1.5437,1.49,0.658,1.421,1.863,1.49,1.49
3rd_01_960x540_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_009,540,3.0,60,HEVC,36,31,2,3,"[12.0, 14.0, 20.0, 24.0, 34.0]",[ 6. 10. 12. 13. 33. 36.],6,4.3658,4.421,4.3087,4.3768,0.594,4.212,4.63,4.3768,4.3768
racing_01_1280x720_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_009,720,3.0,30,HEVC,36,35,0,1,[4.0],[ 6. 10. 12. 13. 33. 36.],6,4.0625,4.12,3.898,3.905,0.784,3.86,4.38,3.905,3.905
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_009,720,5.0,30,HEVC,36,35,1,0,[12.0],[ 6. 10. 12. 13. 33. 36.],6,4.4164,4.35,4.2457,4.303,0.852,4.068,4.632,4.303,4.303
racing_01_3840x2160_60_yuv420p.yuv_HEVC_50M,lofps_4k_testnum_009,2160,50.0,60,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.0489,4.0489,4.0497,4.0497,1.692,3.496,4.601,4.0497,4.0497
racing_01_60_540,lofps_4k_testnum_009,540,100.0,60,ref,37,35,2,0,"[30.0, 35.0]",[ 6. 10. 12. 13. 33. 36.],6,5.6086,5.532,5.648,5.5248,0.552,5.349,5.715,5.5248,5.5248
racing_01_960x540_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,540,1.0,30,HEVC,36,34,2,0,"[13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,3.2206,3.065,2.918,2.8538,0.784,2.801,3.329,2.8538,2.8538
isometric_01_1280x720_30_yuv420p.yuv_AV1_1M,lofps_4k_testnum_009,720,1.0,30,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.9886,3.9886,3.9587,3.8676,0.954,3.677,4.3,3.8676,3.8676
isometric_01_1280x720_30_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,720,5.0,30,AV1,36,34,0,2,"[22.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,4.9239,5.0374,5.0787,5.1493,0.782,4.775,5.3,5.1493,5.1493
isometric_01_1280x720_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_009,720,2.0,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.1656,4.1656,4.1337,4.1337,0.927,3.863,4.468,4.1337,4.1337
isometric_01_1920x1080_30_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_009,1080,10.0,30,HEVC,36,34,0,2,"[13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.4722,5.6035,5.592,5.592,0.613,5.397,5.81,5.592,5.592
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_009,1080,2.0,60,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.5719,4.5719,4.633,4.5531,0.887,4.282,4.862,4.5531,4.5531
isometric_01_3840x2160_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_009,2160,3.0,30,HEVC,36,31,1,4,"[10.0, 13.0, 25.0, 34.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.0094,5.1977,5.193,5.205,0.668,4.963,5.433,5.205,5.205
isometric_01_3840x2160_60_yuv420p.yuv_AV1_30M,lofps_4k_testnum_009,2160,30.0,60,AV1,36,33,0,3,"[10.0, 13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.8825,6.1185,6.1403,6.1993,0.625,5.905,6.332,6.1993,6.1993
isometric_01_3840x2160_60_yuv420p.yuv_H264_18M,lofps_4k_testnum_009,2160,18.0,60,H264,37,34,0,3,"[10.0, 13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.7127,5.9268,5.956,5.885,0.539,5.745,6.108,5.885,5.885
isometric_01_960x540_30_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_009,540,0.5,30,H264,36,35,1,0,[6.0],[ 6. 10. 12. 13. 33. 36.],6,2.5867,2.534,2.4863,2.4217,0.744,2.287,2.781,2.4217,2.4217
isometric_01_960x540_60_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_009,540,0.75,60,H264,36,34,2,0,"[12.0, 24.0]",[ 6. 10. 12. 13. 33. 36.],6,2.8881,2.7747,2.7617,2.6848,0.64,2.56,2.99,2.6848,2.6848
rts_01_1280x720_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_009,720,1.0,60,AV1,36,34,1,1,"[23.0, 34.0]",[ 6. 10. 12. 13. 33. 36.],6,4.2919,4.3065,4.458,4.5579,0.845,4.023,4.59,4.5579,4.5579
rts_01_1280x720_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_009,720,0.5,60,HEVC,36,34,2,0,"[24.0, 35.0]",[ 6. 10. 12. 13. 33. 36.],6,3.0825,2.9518,3.0883,2.93,0.637,2.738,3.166,2.93,2.93
rts_01_1920x1080_30_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_009,1080,0.3,30,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,2.3572,2.3572,2.2413,2.1683,0.801,2.096,2.619,2.1683,2.1683
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,lofps_4k_testnum_009,1080,0.49,30,H264,36,35,1,0,[10.0],[ 6. 10. 12. 13. 33. 36.],6,3.2653,3.202,3.1093,3.1093,0.796,2.938,3.466,3.1093,3.1093
rts_01_1920x1080_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_009,1080,2.0,30,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.5933,4.5933,4.7287,4.7287,0.82,4.325,4.861,4.7287,4.7287
rts_01_1920x1080_60_yuv420p.yuv_HEVC_0.2M,lofps_4k_testnum_009,1080,0.2,60,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,2.6528,2.6528,2.456,2.456,0.906,2.357,2.949,2.456,2.456
rts_01_30_2160,lofps_4k_testnum_009,2160,100.0,30,ref,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.1747,5.1747,5.347,5.347,0.952,4.864,5.486,5.347,5.347
rts_01_3840x2160_30_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,2160,5.0,30,AV1,36,35,0,1,[33.0],[ 6. 10. 12. 13. 33. 36.],6,5.2875,5.35,5.4543,5.5114,0.899,5.052,5.648,5.5114,5.5114
rts_01_960x540_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_009,540,0.5,30,HEVC,36,34,1,1,"[30.0, 34.0]",[ 6. 10. 12. 13. 33. 36.],6,3.6192,3.6271,3.5737,3.58,0.702,3.391,3.863,3.58,3.58
rts_01_960x540_60_yuv420p.yuv_H264_0.22M,lofps_4k_testnum_009,540,0.22,60,H264,36,35,1,0,[6.0],[ 6. 10. 12. 13. 33. 36.],6,1.5678,1.512,1.511,1.395,0.611,1.309,1.715,1.395,1.395
racing_02_1920x1080_30_yuv420p.yuv_H264_1.2M,lofps_4k_testnum_009,1080,1.2,30,H264,36,33,3,0,"[13.0, 33.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,3.0164,2.8221,2.7407,2.7407,0.651,2.6,3.044,2.7407,2.7407
racing_02_1920x1080_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_009,1080,2.0,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.9769,3.9769,3.8443,3.8443,0.837,3.703,4.25,3.8443,3.8443
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_009,1080,5.0,30,HEVC,36,35,0,1,[22.0],[ 6. 10. 12. 13. 33. 36.],6,4.7139,4.78,4.752,4.8331,0.639,4.568,4.992,4.8331,4.8331
racing_02_30_540,lofps_4k_testnum_009,540,100.0,30,ref,36,35,1,0,[15.0],[ 6. 10. 12. 13. 33. 36.],6,5.2078,5.158,5.207,5.207,0.702,4.926,5.39,5.207,5.207
racing_02_3840x2160_30_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,2160,5.0,30,AV1,36,34,0,2,"[4.0, 20.0]",[ 6. 10. 12. 13. 33. 36.],6,4.885,5.0147,4.871,5.0275,0.763,4.758,5.271,5.0275,5.0275
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_009,720,0.1,30,AV1,36,32,3,1,"[6.0, 10.0, 33.0, 34.0]",[ 6. 10. 12. 13. 33. 36.],6,2.8978,2.8003,2.68,2.68,0.653,2.574,3.026,2.68,2.68
card_01_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_009,720,0.2,30,AV1,36,32,2,2,"[4.0, 10.0, 18.0, 34.0]",[ 6. 10. 12. 13. 33. 36.],6,3.6153,3.6119,3.4967,3.6017,0.688,3.374,3.85,3.6017,3.6017
card_01_1280x720_60_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_009,720,0.3,60,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,2.7422,2.7422,2.5563,2.5563,0.792,2.484,3.001,2.5563,2.5563
card_01_1920x1080_30_yuv420p.yuv_H264_3M,lofps_4k_testnum_009,1080,3.0,30,H264,36,34,0,2,"[34.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.2233,5.3729,5.3307,5.4486,0.637,5.159,5.587,5.4486,5.4486
card_01_1920x1080_60_yuv420p.yuv_H264_1.5M,lofps_4k_testnum_009,1080,1.5,60,H264,36,35,1,0,[10.0],[ 6. 10. 12. 13. 33. 36.],6,4.5525,4.484,4.4883,4.4883,0.729,4.242,4.726,4.4883,4.4883
card_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_009,1080,1.0,60,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.8019,3.8019,3.7557,3.7557,0.916,3.503,4.101,3.7557,3.7557
card_01_3840x2160_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_009,2160,5.0,30,HEVC,36,33,0,3,"[4.0, 12.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.6511,5.8512,5.816,5.871,0.608,5.644,6.059,5.871,5.871
card_01_3840x2160_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,2160,1.0,60,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.2258,4.2258,4.045,4.1293,1.118,3.861,4.591,4.1293,4.1293
card_01_60_1080,lofps_4k_testnum_009,1080,100.0,60,ref,36,34,0,2,"[13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.8378,5.9762,5.9443,5.9443,0.687,5.745,6.207,5.9443,5.9443
card_01_960x540_60_yuv420p.yuv_H264_0.24M,lofps_4k_testnum_009,540,0.24,60,H264,36,35,1,0,[10.0],[ 6. 10. 12. 13. 33. 36.],6,2.4078,2.278,2.1527,2.1527,0.734,2.035,2.521,2.1527,2.1527
fps_02_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_009,720,0.2,30,AV1,38,34,3,1,"[10.0, 12.0, 13.0, 22.0]",[ 6. 10. 12. 13. 33. 36.],6,2.7353,2.5832,2.4175,2.4632,0.58,2.388,2.778,2.4632,2.4632
fps_02_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,2160,5.0,60,AV1,36,35,0,1,[3.0],[ 6. 10. 12. 13. 33. 36.],6,5.6997,5.756,5.7273,5.7962,0.701,5.524,5.988,5.7962,5.7962
fps_02_60_1080,lofps_4k_testnum_009,1080,100.0,60,ref,36,33,0,3,"[8.0, 20.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,5.6725,5.8682,5.69,5.8425,0.689,5.633,6.103,5.8425,5.8425
fps_02_960x540_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_009,540,0.5,30,HEVC,36,34,2,0,"[13.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,3.5472,3.415,3.2983,3.2925,0.771,3.156,3.674,3.2925,3.2925
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_009,540,0.5,60,HEVC,36,31,5,0,"[10.0, 13.0, 16.0, 24.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,3.1603,2.8742,2.8947,2.765,0.56,2.677,3.071,2.765,2.765
3rd_02_1280x720_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_009,720,2.0,60,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.3567,3.3567,3.2867,3.2867,0.889,3.066,3.647,3.2867,3.2867
3rd_02_3840x2160_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_009,2160,10.0,30,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.6925,4.6925,4.717,4.717,0.779,4.438,4.947,4.717,4.717
3rd_02_3840x2160_30_yuv420p.yuv_AV1_3M,lofps_4k_testnum_009,2160,3.0,30,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.0897,4.0897,4.059,4.059,0.981,3.769,4.41,4.059,4.059
3rd_02_3840x2160_30_yuv420p.yuv_HEVC_20M,lofps_4k_testnum_009,2160,20.0,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.2914,5.2914,5.3447,5.3447,0.663,5.075,5.508,5.3447,5.3447
3rd_02_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,2160,5.0,60,AV1,36,35,1,0,[24.0],[ 6. 10. 12. 13. 33. 36.],6,4.4708,4.41,4.444,4.3697,0.703,4.177,4.643,4.3697,4.3697
3rd_02_3840x2160_60_yuv420p.yuv_H264_55M,lofps_4k_testnum_009,2160,55.0,60,H264,36,35,0,1,[13.0],[ 6. 10. 12. 13. 33. 36.],6,5.3011,5.38,5.4217,5.4217,0.699,5.148,5.612,5.4217,5.4217
3rd_02_60_1080,lofps_4k_testnum_009,1080,100.0,60,ref,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.34,5.34,5.4893,5.4893,0.91,5.043,5.637,5.4893,5.4893
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_009,540,0.75,30,H264,36,35,1,0,[36.0],[ 6. 10. 12. 13. 33. 36.],6,2.5653,2.506,2.372,2.372,0.719,2.268,2.744,2.372,2.372
3rd_02_960x540_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_009,540,10.0,60,H264,36,35,1,0,[12.0],[ 6. 10. 12. 13. 33. 36.],6,3.7281,3.662,3.639,3.639,0.857,3.378,3.946,3.639,3.639
3rd_02_960x540_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_009,540,2.0,60,H264,36,33,3,0,"[12.0, 24.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,2.9231,2.7691,2.7127,2.6462,0.659,2.544,2.994,2.6462,2.6462
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_009,720,0.1,30,AV1,36,33,3,0,"[6.0, 10.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,2.3319,2.1052,2.001,2.001,0.699,1.867,2.344,2.001,2.001
3rd_03_1280x720_60_yuv420p.yuv_AV1_3M,lofps_4k_testnum_009,720,3.0,60,AV1,36,33,2,1,"[10.0, 12.0, 13.0]",[ 6. 10. 12. 13. 33. 36.],6,5.0114,4.9582,4.9433,4.9433,0.726,4.71,5.206,4.9433,4.9433
3rd_03_30_720,lofps_4k_testnum_009,720,100.0,30,ref,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.0736,5.0736,5.053,5.053,1.058,4.728,5.419,5.053,5.053
3rd_03_3840x2160_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_009,2160,4.0,60,H264,36,35,1,0,[10.0],[ 6. 10. 12. 13. 33. 36.],6,3.7631,3.672,3.583,3.583,0.88,3.381,3.963,3.583,3.583
3rd_03_960x540_30_yuv420p.yuv_HEVC_0.25M,lofps_4k_testnum_009,540,0.25,30,HEVC,36,34,2,0,"[12.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,2.8278,2.6779,2.5493,2.3975,0.929,2.366,2.99,2.3975,2.3975
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_010,1080,4.0,60,H264,30,27,1,2,"[15.0, 24.0, 29.0]",[3.],1,4.6213,4.6996,4.6569,4.8691,0.673,4.446,4.953,4.8691,4.8691
platformer_01_1920x1080_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,1080,2.0,60,HEVC,30,30,0,0,[],[3.],1,4.1407,4.1407,4.2031,4.2031,0.888,3.823,4.458,4.2031,4.2031
platformer_01_3840x2160_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_010,2160,10.0,60,H264,31,28,1,2,"[3.0, 24.0, 26.0]",[3.],1,5.3039,5.375,5.3703,5.375,0.577,5.161,5.589,5.375,5.375
platformer_01_960x540_60_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_010,540,0.3,60,HEVC,30,29,1,0,[22.0],[3.],1,2.2273,2.1586,2.1852,2.05,0.732,1.892,2.425,2.05,2.05
platformer_01_960x540_60_yuv420p.yuv_HEVC_0.8M,lofps_4k_testnum_010,540,0.8,60,HEVC,30,30,0,0,[],[3.],1,3.0767,3.0767,3.0566,3.0025,0.613,2.858,3.296,3.0025,3.0025
fps_01_1280x720_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_010,720,0.3,30,AV1,30,29,1,0,[12.0],[3.],1,2.806,2.7379,2.7959,2.7959,0.706,2.481,2.995,2.7959,2.7959
fps_01_1920x1080_60_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_010,1080,0.5,60,AV1,30,30,0,0,[],[3.],1,2.771,2.771,2.791,2.6774,0.657,2.536,3.006,2.6774,2.6774
fps_01_1920x1080_60_yuv420p.yuv_H264_2M,lofps_4k_testnum_010,1080,2.0,60,H264,30,27,2,1,"[12.0, 24.0, 26.0]",[3.],1,2.8597,2.7656,2.8924,2.7578,0.46,2.592,2.939,2.7578,2.7578
fps_01_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,1080,1.0,60,HEVC,31,28,3,0,"[12.0, 15.0, 24.0]",[3.],1,3.1655,2.9925,3.1607,2.9807,0.502,2.807,3.178,2.9807,2.9807
fps_01_30_720,lofps_4k_testnum_010,720,100.0,30,ref,30,30,0,0,[],[3.],1,5.0903,5.0903,5.1445,5.1445,0.789,4.808,5.373,5.1445,5.1445
fps_01_3840x2160_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,2160,2.0,30,HEVC,30,30,0,0,[],[3.],1,4.1967,4.1967,4.2079,4.2079,0.752,3.928,4.466,4.2079,4.2079
fps_01_3840x2160_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,2160,3.0,30,HEVC,30,30,0,0,[],[3.],1,4.5327,4.5327,4.5845,4.635,0.703,4.281,4.784,4.635,4.635
fps_01_3840x2160_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,2160,0.5,60,HEVC,30,25,3,2,"[4.0, 7.0, 10.0, 12.0, 24.0]",[3.],1,3.2283,3.128,3.2207,3.0793,0.453,2.951,3.305,3.0793,3.0793
fps_01_60_1080,lofps_4k_testnum_010,1080,100.0,60,ref,31,31,0,0,[],[3.],1,6.0535,6.0535,6.096,6.096,0.571,5.852,6.255,6.096,6.096
fps_01_960x540_30_yuv420p.yuv_H264_0.39M,lofps_4k_testnum_010,540,0.39,30,H264,30,30,0,0,[],[3.],1,1.9637,1.9637,1.9438,1.9438,0.551,1.766,2.161,1.9438,1.9438
sports_01_1280x720_60_yuv420p.yuv_AV1_0.05M,lofps_4k_testnum_010,720,0.05,60,AV1,30,30,0,0,[],[3.],1,1.1517,1.1517,1.1569,1.1569,0.209,1.077,1.226,1.1569,1.1569
sports_01_1280x720_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,720,0.5,60,HEVC,30,28,2,0,"[12.0, 26.0]",[3.],1,3.282,3.1575,3.3197,3.2475,0.547,2.955,3.36,3.2475,3.2475
sports_01_1920x1080_30_yuv420p.yuv_H264_0.18M,lofps_4k_testnum_010,1080,0.18,30,H264,31,30,1,0,[12.0],[3.],1,1.6977,1.6137,1.644,1.5552,0.55,1.417,1.81,1.5552,1.5552
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_010,1080,1.0,60,H264,30,30,0,0,[],[3.],1,3.6227,3.6227,3.6528,3.6528,0.729,3.362,3.883,3.6528,3.6528
sports_01_1920x1080_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_010,1080,2.0,60,HEVC,30,30,0,0,[],[3.],1,4.654,4.654,4.6907,4.6907,0.862,4.346,4.962,4.6907,4.6907
sports_01_3840x2160_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,2160,3.0,30,HEVC,30,30,0,0,[],[3.],1,5.4333,5.4333,5.4607,5.4607,0.813,5.142,5.724,5.4607,5.4607
sports_01_3840x2160_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_010,2160,0.5,60,HEVC,30,27,2,1,"[12.0, 20.0, 26.0]",[3.],1,3.2283,3.1363,3.2328,3.1377,0.573,2.92,3.353,3.1377,3.1377
sports_01_3840x2160_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,2160,1.0,60,HEVC,30,30,0,0,[],[3.],1,4.2293,4.2293,4.249,4.249,0.672,3.989,4.47,4.249,4.249
sports_01_60_540,lofps_4k_testnum_010,540,100.0,60,ref,30,30,0,0,[],[3.],1,5.5313,5.5313,5.5693,5.5693,0.739,5.267,5.796,5.5693,5.5693
sports_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_010,540,0.3,60,H264,31,30,1,0,[4.0],[3.],1,2.3819,2.3113,2.4093,2.3372,0.473,2.142,2.48,2.3372,2.3372
3rd_01_1280x720_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_010,720,3.0,30,HEVC,30,30,0,0,[],[3.],1,4.5093,4.5093,4.5459,4.5459,0.777,4.231,4.788,4.5459,4.5459
3rd_01_1280x720_60_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_010,720,0.3,60,AV1,30,29,1,0,[12.0],[3.],1,2.4887,2.3855,2.5062,2.4,0.626,2.158,2.613,2.4,2.4
3rd_01_30_720,lofps_4k_testnum_010,720,100.0,30,ref,30,30,0,0,[],[3.],1,5.123,5.123,5.1783,5.1783,0.875,4.81,5.436,5.1783,5.1783
3rd_01_3840x2160_60_yuv420p.yuv_H264_7.5M,lofps_4k_testnum_010,2160,7.5,60,H264,30,30,0,0,[],[3.],1,4.2923,4.2923,4.3166,4.3166,0.776,4.014,4.57,4.3166,4.3166
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_010,540,0.3,60,H264,30,28,2,0,"[3.0, 14.0]",[3.],1,1.434,1.345,1.3814,1.3085,0.354,1.214,1.476,1.3085,1.3085
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_010,720,5.0,30,HEVC,30,30,0,0,[],[3.],1,4.0963,4.0963,4.1403,4.085,0.807,3.808,4.385,4.085,4.085
racing_01_1280x720_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_010,720,10.0,60,HEVC,30,28,1,1,"[4.0, 12.0]",[3.],1,4.2947,4.2775,4.3214,4.3056,0.528,4.082,4.473,4.3056,4.3056
racing_01_1920x1080_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_010,1080,5.0,60,AV1,31,31,0,0,[],[3.],1,3.9016,3.9016,3.877,3.877,0.666,3.667,4.136,3.877,3.877
racing_01_30_2160,lofps_4k_testnum_010,2160,100.0,30,ref,30,29,0,1,[3.0],[3.],1,5.9257,6.0231,6.0231,6.0231,0.638,5.791,6.255,6.0231,6.0231
racing_01_30_540,lofps_4k_testnum_010,540,100.0,30,ref,31,31,0,0,[],[3.],1,4.9561,4.9561,5.011,5.0125,0.852,4.656,5.256,5.0125,5.0125
racing_01_3840x2160_30_yuv420p.yuv_HEVC_30M,lofps_4k_testnum_010,2160,30.0,30,HEVC,30,29,0,1,[3.0],[3.],1,5.5033,5.5645,5.5645,5.5645,0.653,5.327,5.802,5.5645,5.5645
racing_01_3840x2160_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_010,2160,10.0,60,AV1,31,31,0,0,[],[3.],1,4.6942,4.6942,4.7263,4.7263,0.728,4.438,4.95,4.7263,4.7263
racing_01_3840x2160_60_yuv420p.yuv_H264_18M,lofps_4k_testnum_010,2160,18.0,60,H264,30,28,1,1,"[5.0, 16.0]",[3.],1,4.5233,4.51,4.5676,4.557,0.621,4.28,4.74,4.557,4.557
racing_01_960x540_30_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_010,540,0.5,30,H264,30,26,2,2,"[2.0, 10.0, 12.0, 25.0]",[3.],1,2.0477,2.0069,2.0355,1.9912,0.354,1.871,2.143,1.9912,1.9912
racing_01_960x540_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,540,1.0,60,HEVC,30,29,1,0,[12.0],[3.],1,2.7733,2.6969,2.7548,2.675,0.703,2.441,2.953,2.675,2.675
isometric_01_1280x720_60_yuv420p.yuv_HEVC_1.6M,lofps_4k_testnum_010,720,1.6,60,HEVC,30,30,0,0,[],[3.],1,3.674,3.674,3.6866,3.6866,0.632,3.448,3.9,3.6866,3.6866
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_010,1080,2.0,60,AV1,30,30,0,0,[],[3.],1,4.6143,4.6143,4.6424,4.6424,0.834,4.316,4.913,4.6424,4.6424
isometric_01_1920x1080_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_010,1080,5.0,60,AV1,31,31,0,0,[],[3.],1,5.2971,5.2971,5.319,5.319,0.745,5.035,5.559,5.319,5.319
isometric_01_60_2160,lofps_4k_testnum_010,2160,100.0,60,ref,30,28,0,2,"[3.0, 16.0]",[3.],1,6.467,6.575,6.5203,6.575,0.372,6.437,6.713,6.575,6.575
isometric_01_960x540_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_010,540,1.0,30,HEVC,30,30,0,0,[],[3.],1,3.1747,3.1747,3.2014,3.2014,0.768,2.9,3.449,3.2014,3.2014
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,lofps_4k_testnum_010,1080,0.49,30,H264,30,28,2,0,"[12.0, 19.0]",[3.],1,3.1653,3.0325,3.1941,3.0585,0.608,2.807,3.258,3.0585,3.0585
