PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
platformer_01_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_000,720,2.0,120,HEVC,30,30,0,0,[],[7.],1,4.0497,4.0497,4.0197,3.8778,0.861,3.742,4.358,3.8778,3.8778
platformer_01_1280x720_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,720,5.0,120,HEVC,30,28,1,1,"[3.0, 16.0]",[7.],1,4.6563,4.6675,4.6376,4.6875,0.475,4.492,4.843,4.6875,4.6875
platformer_01_1280x720_30_yuv420p.yuv_AV1_1M,hifps_120_testnum_000,720,1.0,30,AV1,30,27,1,2,"[9.0, 13.0, 16.0]",[7.],1,4.5747,4.6296,4.5579,4.6131,0.591,4.407,4.853,4.6131,4.6131
platformer_01_1280x720_30_yuv420p.yuv_HEVC_1.3M,hifps_120_testnum_000,720,1.3,30,HEVC,31,31,0,0,[],[7.],1,4.1568,4.1568,4.1873,4.1873,0.801,3.875,4.439,4.1873,4.1873
platformer_01_1920x1080_120_yuv420p.yuv_H264_2.5M,hifps_120_testnum_000,1080,2.5,120,H264,30,30,0,0,[],[7.],1,2.379,2.379,2.3517,2.3517,0.675,2.137,2.621,2.3517,2.3517
platformer_01_1920x1080_60_yuv420p.yuv_AV1_0.3M,hifps_120_testnum_000,1080,0.3,60,AV1,30,30,0,0,[],[7.],1,2.9717,2.9717,2.9697,2.9697,0.69,2.725,3.219,2.9697,2.9697
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,hifps_120_testnum_000,1080,4.0,60,H264,30,30,0,0,[],[7.],1,4.6727,4.6727,4.6738,4.6738,0.893,4.353,4.992,4.6738,4.6738
platformer_01_60_540,hifps_120_testnum_000,540,100.0,60,ref,30,30,0,0,[],[7.],1,5.221,5.221,5.229,5.229,0.827,4.925,5.517,5.229,5.229
platformer_01_960x540_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,540,0.5,120,HEVC,30,30,0,0,[],[7.],1,2.1387,2.1387,2.1224,2.1224,0.585,1.929,2.348,2.1224,2.1224
platformer_01_960x540_120_yuv420p.yuv_HEVC_1.3M,hifps_120_testnum_000,540,1.3,120,HEVC,31,28,3,0,"[3.0, 6.0, 9.0]",[7.],1,3.5629,3.3375,3.5737,3.3411,0.613,3.11,3.565,3.3411,3.3411
fps_01_1920x1080_120_yuv420p.yuv_H264_1.5M,hifps_120_testnum_000,1080,1.5,120,H264,31,30,1,0,[7.0],[7.],1,2.2465,2.1247,2.1247,2.1247,0.792,1.841,2.408,2.1247,2.1247
fps_01_1920x1080_120_yuv420p.yuv_H264_20M,hifps_120_testnum_000,1080,20.0,120,H264,30,29,0,1,[15.0],[7.],1,5.3353,5.4052,5.3207,5.3925,0.712,5.146,5.664,5.3925,5.3925
fps_01_1920x1080_120_yuv420p.yuv_H264_3M,hifps_120_testnum_000,1080,3.0,120,H264,30,29,1,0,[7.0],[7.],1,3.2657,3.1748,3.1748,3.1748,0.602,2.956,3.394,3.1748,3.1748
fps_01_1920x1080_120_yuv420p.yuv_H264_5M,hifps_120_testnum_000,1080,5.0,120,H264,30,30,0,0,[],[7.],1,4.0263,4.0263,3.9955,3.9955,0.792,3.743,4.31,3.9955,3.9955
fps_01_60_1080,hifps_120_testnum_000,1080,100.0,60,ref,30,29,0,1,[8.0],[7.],1,5.5033,5.5886,5.4897,5.5775,0.793,5.3,5.877,5.5775,5.5775
sports_01_120_720,hifps_120_testnum_000,720,100.0,120,ref,30,28,1,1,"[16.0, 23.0]",[7.],1,5.0763,5.0975,5.06,5.1475,0.723,4.83,5.365,5.1475,5.1475
sports_01_1280x720_120_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_000,720,0.3,120,HEVC,30,29,1,0,[7.0],[7.],1,2.4233,2.359,2.359,2.359,0.599,2.141,2.577,2.359,2.359
sports_01_1280x720_30_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_000,720,0.3,30,HEVC,30,30,0,0,[],[7.],1,3.408,3.408,3.3486,3.3486,0.802,3.121,3.695,3.3486,3.3486
sports_01_1280x720_60_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_000,720,0.1,60,AV1,30,30,0,0,[],[7.],1,1.8283,1.8283,1.7893,1.7893,0.592,1.616,2.04,1.7893,1.7893
sports_01_1280x720_60_yuv420p.yuv_AV1_0.3M,hifps_120_testnum_000,720,0.3,60,AV1,30,28,2,0,"[7.0, 29.0]",[7.],1,3.1607,2.9975,3.0614,2.9975,0.707,2.736,3.259,2.9975,2.9975
sports_01_1920x1080_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_000,1080,1.0,120,HEVC,30,28,1,1,"[3.0, 25.0]",[7.],1,4.0053,3.9725,3.9738,3.9374,0.721,3.706,4.239,3.9374,3.9374
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,hifps_120_testnum_000,1080,1.0,60,H264,30,30,0,0,[],[7.],1,3.7253,3.7253,3.66,3.66,0.817,3.433,4.017,3.66,3.66
sports_01_960x540_120_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_000,540,0.1,120,HEVC,30,29,1,0,[21.0],[7.],1,1.336,1.28,1.3259,1.2675,0.338,1.157,1.403,1.2675,1.2675
sports_01_960x540_30_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_000,540,0.1,30,HEVC,30,29,1,0,[7.0],[7.],1,1.7817,1.729,1.729,1.729,0.527,1.537,1.921,1.729,1.729
sports_01_960x540_60_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_000,540,0.3,60,HEVC,30,30,0,0,[],[7.],1,2.925,2.925,2.8707,2.8707,0.702,2.674,3.176,2.8707,2.8707
3rd_01_1280x720_120_yuv420p.yuv_AV1_2M,hifps_120_testnum_000,720,2.0,120,AV1,30,30,0,0,[],[7.],1,4.1453,4.1453,4.109,4.109,0.868,3.835,4.456,4.109,4.109
3rd_01_1920x1080_120_yuv420p.yuv_H264_10M,hifps_120_testnum_000,1080,10.0,120,H264,30,30,0,0,[],[7.],1,5.0997,5.0997,5.0793,5.0793,0.75,4.831,5.368,5.0793,5.0793
3rd_01_1920x1080_120_yuv420p.yuv_H264_20M,hifps_120_testnum_000,1080,20.0,120,H264,30,30,0,0,[],[7.],1,5.3517,5.3517,5.3062,5.3062,0.823,5.057,5.646,5.3062,5.3062
3rd_01_1920x1080_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_000,1080,1.0,120,HEVC,30,29,1,0,[3.0],[7.],1,2.89,2.8103,2.8707,2.7875,0.884,2.489,3.132,2.7875,2.7875
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,hifps_120_testnum_000,540,0.3,60,H264,30,29,1,0,[7.0],[7.],1,1.497,1.4345,1.4345,1.3875,0.452,1.27,1.599,1.3875,1.3875
racing_01_120_1080,hifps_120_testnum_000,1080,100.0,120,ref,30,28,0,2,"[8.0, 10.0]",[7.],1,5.3983,5.5575,5.3979,5.563,0.756,5.278,5.837,5.563,5.563
racing_01_1280x720_120_yuv420p.yuv_HEVC_20M,hifps_120_testnum_000,720,20.0,120,HEVC,31,25,2,4,"[6.0, 6.0, 13.0, 22.0, 23.0, 29.0]",[7.],1,4.5429,4.6792,4.5303,4.6248,0.432,4.51,4.849,4.6248,4.6248
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,720,5.0,30,HEVC,30,29,0,1,[13.0],[7.],1,4.1827,4.2441,4.1597,4.2225,0.746,3.973,4.516,4.2225,4.2225
racing_01_960x540_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_000,540,2.0,120,HEVC,30,29,1,0,[7.0],[7.],1,2.9997,2.931,2.931,2.9925,0.743,2.661,3.201,2.9925,2.9925
racing_01_960x540_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,540,5.0,120,HEVC,30,29,0,1,[9.0],[7.],1,3.8117,3.9062,3.7421,3.8375,0.836,3.602,4.21,3.8375,3.8375
isometric_01_120_1080,hifps_120_testnum_000,1080,100.0,120,ref,31,30,0,1,[7.0],[7.],1,5.979,6.0703,6.0703,6.0703,0.738,5.806,6.334,6.0703,6.0703
isometric_01_1280x720_120_yuv420p.yuv_AV1_5M,hifps_120_testnum_000,720,5.0,120,AV1,30,30,0,0,[],[7.],1,4.9037,4.9037,4.8814,4.8814,0.688,4.657,5.15,4.8814,4.8814
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,hifps_120_testnum_000,1080,2.0,60,AV1,30,28,0,2,"[0.0, 5.0]",[7.],1,5.1627,5.275,5.1324,5.1925,0.673,5.026,5.524,5.1925,5.1925
isometric_01_960x540_120_yuv420p.yuv_HEVC_1.3M,hifps_120_testnum_000,540,1.3,120,HEVC,31,30,1,0,[9.0],[7.],1,3.2648,3.1957,3.268,3.1966,0.638,2.967,3.424,3.1966,3.1966
isometric_01_960x540_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_000,540,3.0,120,HEVC,30,30,0,0,[],[7.],1,4.0427,4.0427,4.0148,4.0148,0.792,3.759,4.326,4.0148,4.0148
rts_01_120_540,hifps_120_testnum_000,540,100.0,120,ref,30,30,0,0,[],[7.],1,5.6737,5.6737,5.69,5.69,0.751,5.405,5.942,5.69,5.69
rts_01_1280x720_120_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_000,720,0.1,120,AV1,31,31,0,0,[],[7.],1,2.3594,2.3594,2.3557,2.3557,0.665,2.125,2.593,2.3557,2.3557
rts_01_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_000,720,2.0,120,HEVC,30,30,0,0,[],[7.],1,4.7917,4.7917,4.7776,4.73,0.658,4.556,5.027,4.73,4.73
rts_01_1280x720_60_yuv420p.yuv_AV1_0.08M,hifps_120_testnum_000,720,0.08,60,AV1,30,30,0,0,[],[7.],1,2.5657,2.5657,2.5328,2.5328,0.74,2.301,2.83,2.5328,2.5328
rts_01_1280x720_60_yuv420p.yuv_AV1_0.3M,hifps_120_testnum_000,720,0.3,60,AV1,30,30,0,0,[],[7.],1,4.1197,4.1197,4.0921,4.0921,0.914,3.793,4.447,4.0921,4.0921
rts_01_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_000,1080,2.0,120,H264,30,30,0,0,[],[7.],1,4.2807,4.2807,4.3021,4.3021,0.636,4.053,4.508,4.3021,4.3021
rts_01_1920x1080_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,1080,0.5,120,HEVC,30,29,1,0,[9.0],[7.],1,3.471,3.3776,3.4621,3.365,0.772,3.097,3.659,3.365,3.365
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,hifps_120_testnum_000,1080,0.49,30,H264,31,31,0,0,[],[7.],1,3.5697,3.5697,3.5853,3.5853,0.799,3.289,3.851,3.5853,3.5853
rts_01_30_720,hifps_120_testnum_000,720,100.0,30,ref,30,29,0,1,[25.0],[7.],1,5.249,5.311,5.2314,5.2314,0.734,5.044,5.578,5.2314,5.2314
rts_01_960x540_30_yuv420p.yuv_HEVC_0.2M,hifps_120_testnum_000,540,0.2,30,HEVC,30,30,0,0,[],[7.],1,3.198,3.198,3.1459,3.1459,0.755,2.928,3.468,3.1459,3.1459
racing_02_1280x720_120_yuv420p.yuv_AV1_10M,hifps_120_testnum_000,720,10.0,120,AV1,30,27,2,1,"[6.0, 16.0, 23.0]",[7.],1,4.969,4.9096,4.961,4.8985,0.608,4.68,5.139,4.8985,4.8985
racing_02_1280x720_60_yuv420p.yuv_HEVC_1M,hifps_120_testnum_000,720,1.0,60,HEVC,30,28,1,1,"[11.0, 25.0]",[7.],1,3.079,3.055,3.0638,3.0758,0.509,2.866,3.244,3.0758,3.0758
racing_02_1920x1080_120_yuv420p.yuv_H264_20M,hifps_120_testnum_000,1080,20.0,120,H264,30,30,0,0,[],[7.],1,5.3353,5.3353,5.3159,5.3159,0.838,5.035,5.635,5.3159,5.3159
racing_02_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_000,1080,2.0,120,H264,30,29,1,0,[7.0],[7.],1,2.6193,2.5448,2.5448,2.5448,0.618,2.32,2.77,2.5448,2.5448
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,1080,5.0,30,HEVC,30,30,0,0,[],[7.],1,5.06,5.06,5.0431,5.0431,0.77,4.785,5.335,5.0431,5.0431
racing_02_30_720,hifps_120_testnum_000,720,100.0,30,ref,30,30,0,0,[],[7.],1,5.2047,5.2047,5.1831,5.1831,0.834,4.906,5.503,5.1831,5.1831
racing_02_960x540_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_000,540,2.0,120,HEVC,30,30,0,0,[],[7.],1,3.5737,3.5737,3.5297,3.5297,0.776,3.296,3.851,3.5297,3.5297
racing_02_960x540_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,540,5.0,120,HEVC,30,30,0,0,[],[7.],1,4.4393,4.4393,4.3914,4.3914,0.783,4.159,4.719,4.3914,4.3914
racing_02_960x540_30_yuv420p.yuv_H264_0.75M,hifps_120_testnum_000,540,0.75,30,H264,30,30,0,0,[],[7.],1,2.9437,2.9437,2.9214,2.9214,0.669,2.704,3.183,2.9214,2.9214
racing_02_960x540_60_yuv420p.yuv_H264_1M,hifps_120_testnum_000,540,1.0,60,H264,30,30,0,0,[],[7.],1,2.9087,2.9087,2.9045,2.9045,0.533,2.718,3.099,2.9045,2.9045
card_01_1280x720_120_yuv420p.yuv_AV1_0.15M,hifps_120_testnum_000,720,0.15,120,AV1,30,29,0,1,[19.0],[7.],1,2.911,2.9697,2.8924,2.9525,0.549,2.77,3.169,2.9525,2.9525
card_01_1280x720_120_yuv420p.yuv_AV1_1M,hifps_120_testnum_000,720,1.0,120,AV1,30,27,1,2,"[0.0, 16.0, 25.0]",[7.],1,5.1347,5.1974,5.13,5.1946,0.599,4.972,5.423,5.1946,5.1946
card_01_1280x720_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,720,0.5,120,HEVC,30,30,0,0,[],[7.],1,2.7897,2.7897,2.7886,2.7886,0.709,2.536,3.043,2.7886,2.7886
card_01_1280x720_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_000,720,1.0,120,HEVC,30,30,0,0,[],[7.],1,4.2853,4.2853,4.261,4.2,0.686,4.04,4.531,4.2,4.2
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_000,720,0.1,30,AV1,30,30,0,0,[],[7.],1,3.0137,3.0137,3.0083,3.0083,0.718,2.757,3.271,3.0083,3.0083
fps_02_120_720,hifps_120_testnum_000,720,100.0,120,ref,30,30,0,0,[],[7.],1,5.585,5.585,5.5959,5.5959,0.816,5.293,5.877,5.5959,5.5959
fps_02_1280x720_120_yuv420p.yuv_AV1_0.4M,hifps_120_testnum_000,720,0.4,120,AV1,30,27,1,2,"[4.0, 7.0, 13.0]",[7.],1,2.708,2.7448,2.6583,2.7069,0.463,2.57,2.919,2.7069,2.7069
fps_02_1280x720_120_yuv420p.yuv_AV1_1.5M,hifps_120_testnum_000,720,1.5,120,AV1,31,30,0,1,[16.0],[7.],1,4.4684,4.5467,4.4603,4.4603,0.871,4.235,4.858,4.4603,4.4603
fps_02_1280x720_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,720,0.5,120,HEVC,30,30,0,0,[],[7.],1,2.4817,2.4817,2.4603,2.4603,0.654,2.248,2.716,2.4603,2.4603
fps_02_1920x1080_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_000,1080,3.0,120,HEVC,30,27,1,2,"[3.0, 16.0, 22.0]",[7.],1,4.92,4.9822,4.9176,4.9381,0.466,4.807,5.158,4.9381,4.9381
fps_02_1920x1080_60_yuv420p.yuv_AV1_1M,hifps_120_testnum_000,1080,1.0,60,AV1,30,30,0,0,[],[7.],1,3.9307,3.9307,3.8893,3.8893,0.869,3.62,4.242,3.8893,3.8893
fps_02_1920x1080_60_yuv420p.yuv_H264_2M,hifps_120_testnum_000,1080,2.0,60,H264,30,30,0,0,[],[7.],1,3.5247,3.5247,3.5321,3.5321,0.71,3.271,3.779,3.5321,3.5321
fps_02_960x540_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_000,540,1.0,120,HEVC,30,30,0,0,[],[7.],1,3.3077,3.3077,3.2472,3.2472,0.764,3.034,3.581,3.2472,3.2472
fps_02_960x540_60_yuv420p.yuv_H264_0.5M,hifps_120_testnum_000,540,0.5,60,H264,30,28,1,1,"[22.0, 2.0]",[7.],1,2.2343,2.2325,2.2334,2.1875,0.545,2.031,2.434,2.1875,2.1875
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,540,0.5,60,HEVC,30,27,1,2,"[4.0, 9.0, 18.0]",[7.],1,2.7453,2.7993,2.7114,2.7136,0.584,2.579,3.02,2.7136,2.7136
3rd_02_120_540,hifps_120_testnum_000,540,100.0,120,ref,30,30,0,0,[],[7.],1,4.5233,4.5233,4.4807,4.4807,1.241,4.079,4.967,4.4807,4.4807
3rd_02_1280x720_120_yuv420p.yuv_AV1_5M,hifps_120_testnum_000,720,5.0,120,AV1,30,30,0,0,[],[7.],1,3.7253,3.7253,3.6841,3.6841,0.84,3.425,4.026,3.6841,3.6841
3rd_02_1280x720_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_000,720,5.0,120,HEVC,31,31,0,0,[],[7.],1,3.8926,3.8926,3.8817,3.8817,0.734,3.634,4.151,3.8817,3.8817
3rd_02_1280x720_60_yuv420p.yuv_HEVC_3M,hifps_120_testnum_000,720,3.0,60,HEVC,30,30,0,0,[],[7.],1,3.8257,3.8257,3.7879,3.7879,0.975,3.477,4.174,3.7879,3.7879
3rd_02_1920x1080_120_yuv420p.yuv_H264_10M,hifps_120_testnum_000,1080,10.0,120,H264,30,30,0,0,[],[7.],1,4.1687,4.1687,4.1452,4.1452,0.861,3.861,4.477,4.1452,4.1452
3rd_02_1920x1080_120_yuv420p.yuv_H264_30M,hifps_120_testnum_000,1080,30.0,120,H264,30,30,0,0,[],[7.],1,5.2957,5.2957,5.3086,5.3086,0.657,5.06,5.531,5.3086,5.3086
3rd_02_1920x1080_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_000,1080,2.0,120,HEVC,30,30,0,0,[],[7.],1,3.219,3.219,3.211,3.211,0.648,2.987,3.451,3.211,3.211
3rd_02_960x540_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_000,540,0.5,120,HEVC,30,30,0,0,[],[7.],1,1.9893,1.9893,1.9534,1.9534,0.759,1.718,2.261,1.9534,1.9534
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,hifps_120_testnum_000,540,0.75,30,H264,30,29,1,0,[7.0],[7.],1,2.6287,2.5521,2.5521,2.5521,0.649,2.316,2.788,2.5521,2.5521
3rd_02_960x540_60_yuv420p.yuv_H264_0.65M,hifps_120_testnum_000,540,0.65,60,H264,32,32,0,0,[],[7.],1,2.12,2.12,2.0681,2.0681,0.788,1.847,2.393,2.0681,2.0681
3rd_03_120_540,hifps_120_testnum_000,540,100.0,120,ref,30,30,0,0,[],[7.],1,5.606,5.606,5.6297,5.6825,0.722,5.347,5.865,5.6825,5.6825
3rd_03_1280x720_120_yuv420p.yuv_AV1_0.2M,hifps_120_testnum_000,720,0.2,120,AV1,30,30,0,0,[],[7.],1,2.4443,2.4443,2.4097,2.4097,0.648,2.212,2.676,2.4097,2.4097
3rd_03_1280x720_120_yuv420p.yuv_AV1_1M,hifps_120_testnum_000,720,1.0,120,AV1,30,30,0,0,[],[7.],1,4.4697,4.4697,4.4541,4.4541,0.763,4.197,4.743,4.4541,4.4541
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_000,720,0.1,30,AV1,30,29,1,0,[7.0],[7.],1,2.3463,2.2817,2.2817,2.2817,0.658,2.042,2.521,2.2817,2.2817
3rd_03_1920x1080_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_000,1080,3.0,120,HEVC,30,26,3,1,"[9.0, 10.0, 16.0, 23.0]",[7.],1,5.1557,5.06,5.1638,5.1112,0.458,4.884,5.236,5.1112,5.1112
platformer_01_120_540,hifps_120_testnum_003,540,100.0,120,ref,31,31,0,0,[],[],0,5.4348,5.4348,5.4348,5.4348,0.876,5.127,5.743,5.4348,5.4348
platformer_01_1280x720_120_yuv420p.yuv_AV1_0.4M,hifps_120_testnum_003,720,0.4,120,AV1,31,31,0,0,[],[],0,3.0435,3.0435,3.0435,3.0435,0.837,2.749,3.338,3.0435,3.0435
platformer_01_1280x720_120_yuv420p.yuv_AV1_0.75M,hifps_120_testnum_003,720,0.75,120,AV1,31,31,0,0,[],[],0,3.4545,3.4545,3.4545,3.4545,0.612,3.239,3.67,3.4545,3.4545
platformer_01_1280x720_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,720,1.0,120,HEVC,31,31,0,0,[],[],0,3.1994,3.1994,3.1994,3.1994,0.635,2.976,3.423,3.1994,3.1994
platformer_01_1280x720_30_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_003,720,0.3,30,HEVC,31,31,0,0,[],[],0,2.5874,2.5874,2.5874,2.5874,0.645,2.36,2.815,2.5874,2.5874
platformer_01_1920x1080_120_yuv420p.yuv_H264_4.3M,hifps_120_testnum_003,1080,4.3,120,H264,31,31,0,0,[],[],0,4.4955,4.4955,4.4955,4.4955,0.836,4.201,4.79,4.4955,4.4955
platformer_01_1920x1080_60_yuv420p.yuv_H264_2.8M,hifps_120_testnum_003,1080,2.8,60,H264,31,31,0,0,[],[],0,4.43,4.43,4.43,4.43,0.849,4.131,4.729,4.43,4.43
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,hifps_120_testnum_003,1080,4.0,60,H264,31,31,0,0,[],[],0,4.9448,4.9448,4.9448,4.9448,0.841,4.649,5.241,4.9448,4.9448
platformer_01_960x540_60_yuv420p.yuv_H264_0.65M,hifps_120_testnum_003,540,0.65,60,H264,31,31,0,0,[],[],0,2.6935,2.6935,2.6935,2.6935,0.674,2.456,2.931,2.6935,2.6935
platformer_01_960x540_60_yuv420p.yuv_H264_1M,hifps_120_testnum_003,540,1.0,60,H264,31,31,0,0,[],[],0,3.5426,3.5426,3.5426,3.5426,0.559,3.346,3.739,3.5426,3.5426
fps_01_120_720,hifps_120_testnum_003,720,100.0,120,ref,31,31,0,0,[],[],0,5.4529,5.4529,5.4529,5.4529,0.645,5.226,5.68,5.4529,5.4529
fps_01_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_003,720,2.0,120,HEVC,31,31,0,0,[],[],0,3.8565,3.8565,3.8565,3.8565,0.807,3.573,4.14,3.8565,3.8565
fps_01_60_1080,hifps_120_testnum_003,1080,100.0,60,ref,31,29,0,2,"[18.0, 32.0]",[],0,5.6245,5.7552,5.6245,5.7552,0.659,5.515,5.995,5.7552,5.7552
fps_01_960x540_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,540,1.0,120,HEVC,31,31,0,0,[],[],0,3.1226,3.1226,3.1226,3.1226,0.589,2.915,3.33,3.1226,3.1226
fps_01_960x540_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,540,3.0,120,HEVC,31,30,1,0,[10.0],[],0,4.0958,4.0333,4.0958,4.0333,0.564,3.832,4.235,4.0333,4.0333
sports_01_1280x720_120_yuv420p.yuv_AV1_0.05M,hifps_120_testnum_003,720,0.05,120,AV1,31,30,1,0,[19.0],[],0,1.6165,1.5483,1.6165,1.5483,0.538,1.356,1.741,1.5483,1.5483
sports_01_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_003,720,2.0,120,HEVC,31,29,2,0,"[10.0, 12.0]",[],0,4.9697,4.8572,4.9697,4.8572,0.536,4.662,5.052,4.8572,4.8572
sports_01_1280x720_30_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_003,720,0.1,30,HEVC,31,31,0,0,[],[],0,2.1877,2.1877,2.1877,2.1877,0.689,1.945,2.43,2.1877,2.1877
sports_01_1280x720_60_yuv420p.yuv_HEVC_0.2M,hifps_120_testnum_003,720,0.2,60,HEVC,31,31,0,0,[],[],0,2.5965,2.5965,2.5965,2.5965,0.581,2.392,2.801,2.5965,2.5965
sports_01_1920x1080_120_yuv420p.yuv_H264_1.6M,hifps_120_testnum_003,1080,1.6,120,H264,31,31,0,0,[],[],0,3.6758,3.6758,3.6758,3.6758,0.795,3.396,3.956,3.6758,3.6758
sports_01_1920x1080_120_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_003,1080,0.1,120,HEVC,31,31,0,0,[],[],0,2.181,2.181,2.181,2.181,0.572,1.98,2.382,2.181,2.181
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,hifps_120_testnum_003,1080,1.0,60,H264,31,31,0,0,[],[],0,3.8565,3.8565,3.8565,3.8565,0.732,3.599,4.114,3.8565,3.8565
sports_01_1920x1080_60_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_003,1080,0.5,60,HEVC,31,31,0,0,[],[],0,3.6126,3.6126,3.6126,3.6126,0.632,3.39,3.835,3.6126,3.6126
sports_01_960x540_30_yuv420p.yuv_H264_0.15M,hifps_120_testnum_003,540,0.15,30,H264,31,31,0,0,[],[],0,2.3752,2.3752,2.3752,2.3752,0.511,2.195,2.555,2.3752,2.3752
sports_01_960x540_60_yuv420p.yuv_HEVC_0.05M,hifps_120_testnum_003,540,0.05,60,HEVC,31,31,0,0,[],[],0,1.4471,1.4471,1.4471,1.4471,0.452,1.288,1.606,1.4471,1.4471
3rd_01_1280x720_120_yuv420p.yuv_AV1_0.5M,hifps_120_testnum_003,720,0.5,120,AV1,31,30,1,0,[11.0],[],0,2.7387,2.6473,2.7387,2.6473,0.563,2.446,2.849,2.6473,2.6473
3rd_01_1280x720_120_yuv420p.yuv_HEVC_1.4M,hifps_120_testnum_003,720,1.4,120,HEVC,31,29,0,2,"[8.0, 13.0]",[],0,3.1971,3.2762,3.1971,3.2762,0.415,3.125,3.427,3.2762,3.2762
3rd_01_1280x720_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_003,720,10.0,120,HEVC,31,27,1,3,"[12.0, 21.0, 23.0, 34.0]",[],0,5.1571,5.2726,5.1571,5.2726,0.471,5.095,5.45,5.2726,5.2726
3rd_01_1280x720_30_yuv420p.yuv_AV1_0.5M,hifps_120_testnum_003,720,0.5,30,AV1,31,25,5,1,"[7.0, 8.0, 10.0, 11.0, 16.0, 19.0]",[],0,3.2603,3.0776,3.2603,3.0776,0.326,2.95,3.205,3.0776,3.0776
3rd_01_1280x720_60_yuv420p.yuv_AV1_0.75M,hifps_120_testnum_003,720,0.75,60,AV1,31,31,0,0,[],[],0,3.3077,3.3077,3.3077,3.3077,0.595,3.098,3.517,3.3077,3.3077
3rd_01_1280x720_60_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,720,1.0,60,HEVC,31,31,0,0,[],[],0,3.1723,3.1723,3.1723,3.1723,0.591,2.964,3.38,3.1723,3.1723
3rd_01_1920x1080_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_003,1080,5.0,120,HEVC,31,30,0,1,[34.0],[],0,5.0239,5.0623,5.0239,5.0623,0.487,4.888,5.237,5.0623,5.0623
3rd_01_1920x1080_30_yuv420p.yuv_H264_2M,hifps_120_testnum_003,1080,2.0,30,H264,32,30,1,1,"[36.0, 37.0]",[],0,3.9597,3.9633,3.9597,3.9633,0.553,3.766,4.161,3.9633,3.9633
